CoC Number,County,Year,SSDI Participation Rate (Percent),Unemployment Rate,HPI with 2000 base,HPI,Year,Estimate Total Asian alone,Share_of_Single_Person_Households_1_year,Share_of_Single_Person_Households_5_year,Median_House_Values_1_year,Total Civilian Noninstitutionalized Population Estimate Population Age 16 and Over,Blind and disabled,Overall Homeless - Multiple Races,CoC_Category_Largely Rural CoC,CoC_Category_Largely Suburban CoC,CoC_Category_Major City CoC,CoC_Category_Other Largely Urban CoC,total_homeless_per_10k_lag1,total_sheltered_homeless_per_10k_lag1,unsheltered_homeless_per_10k_lag1,Median_House_Values_5_year_lag1,Median_Rent_5_year_lag1,Median_Gross_Rent_5_year_lag1,Percentage_of_Households_with_Cost_Burden_5_year_lag1,Rental_Vacancy_Rates_5_year_lag1,Share_of_Single_Person_Households_5_year_lag1,Share_of_Renter_Occupied_Units_5_year_lag1,Unemployment Rate_lag1,Median Household Income_lag1,Poverty Rate_lag1,Labor Force_lag1,pct_change_total_homeless_per_10k,target_class
OR-507,clackamas county,2015,2.7993819659039616,5.0,159.92,796.64,2015,0.04,0.0,0.0,336200.0,780155.0,22795.0,0,0,1,0,0,12.303400869207875,4.632454578284746,7.670946290923128,295600.0,872.0,1280.0,0.4796725256779406,4.1,0.0,0.32,6.0,65316.0,9.2,202082.0,-0.07779034907710392,0
OR-507,clackamas county,2016,2.7993819659039616,4.3,179.19,892.64,2016,0.04,0.0,0.0,374900.0,780155.0,22795.0,24,0,1,0,0,11.34631502075665,3.7984423935578415,7.547872627198808,301000.0,894.0,1272.0,0.4745166589444421,2.9,0.0,0.32,5.0,69629.0,9.3,205321.0,0.06144268577930623,1
OR-507,clackamas county,2017,2.7993819659039616,3.7,194.42,968.49,2017,0.04,0.24,0.24,404200.0,780155.0,22795.0,43,0,1,0,0,12.043463089330023,3.659080334987593,8.384382754342433,319100.0,949.0,1306.0,0.4690384042869902,3.0,0.0,0.31,4.3,74891.0,8.8,212188.0,-0.2356790457426413,0
OR-507,clackamas county,2018,2.7993819659039616,3.6,206.18,1027.08,2018,0.05,0.22,0.24,439100.0,780155.0,22795.0,35,0,1,0,0,9.205071201,0.8892627531094154,8.315808447996154,341600.0,994.0,1360.0,0.4706410448239745,3.0,0.24,0.3,3.7,79878.0,8.3,216100.0,0.22355424203204954,1
PA-501,dauphin county,2013,2.7993819659039616,6.6,133.09,395.64,2013,0.03,0.0,0.0,160300.0,780155.0,22795.0,0,0,1,0,0,14.394490232046564,12.62286066502545,1.7716295670211155,159100.0,676.0,941.0,0.4197827752966359,8.6,0.0,0.35,7.3,52228.0,13.4,140871.0,0.01345448950080308,1
PA-501,dauphin county,2014,2.7993819659039616,5.4,131.98,392.33,2014,0.04,0.0,0.0,158100.0,780155.0,22795.0,0,0,1,0,0,14.588160749743048,13.151447948631992,1.4367128011110577,158800.0,690.0,942.0,0.4208298926507019,8.1,0.0,0.36,6.6,53816.0,14.1,140008.0,0.009461850160721541,1
PA-501,dauphin county,2015,2.7993819659039616,4.7,136.97,407.17,2015,0.03,0.0,0.0,158500.0,780155.0,22795.0,49,0,1,0,0,14.726191740877637,14.140074656663602,0.5861170842140353,159200.0,700.0,946.0,0.445388287,8.1,0.0,0.36,5.4,52975.0,13.6,139180.0,0.07426528317031167,1
PA-501,dauphin county,2016,2.7993819659039616,4.7,138.21,410.85,2016,0.04,0.0,0.0,167500.0,780155.0,22795.0,27,0,1,0,0,15.81983654053422,14.24881351225946,1.571023028274761,159200.0,703.0,939.0,0.442116043,7.3,0.0,0.37,4.7,54232.0,14.1,141032.0,0.054637772074165314,1
PA-501,dauphin county,2017,2.7993819659039616,4.6,141.07,419.37,2017,0.04,0.29,0.31,173600.0,780155.0,22795.0,44,0,1,0,0,16.68419716368648,14.145297595299407,2.538899568387073,161000.0,720.0,935.0,0.4403900752993457,6.6,0.0,0.37,4.7,60331.0,11.1,142302.0,-0.03745094128864934,0
PA-501,dauphin county,2018,2.7993819659039616,4.1,146.33,435.0,2018,0.05,0.31,0.31,171000.0,780155.0,22795.0,27,0,1,0,0,16.05935827526101,14.79626268057756,1.26309559468345,163300.0,747.0,963.0,0.4369034733838433,6.4,0.31,0.36,4.6,61622.0,12.2,143691.0,-0.06473119546348372,0
PA-502,delaware county,2013,2.7993819659039616,6.8,143.42,494.19,2013,0.05,0.0,0.0,227600.0,780155.0,22795.0,0,0,1,0,0,9.71576926293612,8.915019048957868,0.8007502139782515,236600.0,812.0,1216.0,0.5121618927360936,7.9,0.0,0.29,7.5,61065.0,11.8,288959.0,-0.06939999185362988,0
PA-502,delaware county,2014,2.7993819659039616,5.6,145.06,499.83,2014,0.05,0.0,0.0,226800.0,780155.0,22795.0,0,0,1,0,0,9.041494955236606,8.206622140116528,0.8348728151200795,234100.0,826.0,1215.0,0.5076451077943616,8.8,0.0,0.29,6.8,64822.0,10.8,289499.0,-0.14483725755337962,0
PA-502,delaware county,2015,3.2292908307373027,5.0,147.03,506.61,2015,0.05,0.0,0.0,235500.0,447157.0,11337.0,2,0,1,0,0,7.731949621737419,6.667919857,1.0640297644592778,233400.0,839.0,1223.0,0.5094419414127942,8.3,0.0,0.3,5.6,62993.0,11.0,289872.0,-0.06799416024714078,0
PA-502,delaware county,2016,2.7993819659039616,4.8,151.07,520.53,2016,0.06,0.0,0.0,239500.0,780155.0,22795.0,9,0,1,0,0,7.206222200134185,6.584996148398479,0.6212260517357056,232700.0,843.0,1221.0,0.5139793370219851,7.9,0.0,0.3,5.0,67584.0,10.3,291616.0,0.11320677637720711,1
PA-502,delaware county,2017,2.7993819659039616,4.6,155.9,537.16,2017,0.06,0.28,0.29,244900.0,780155.0,22795.0,22,0,1,0,0,8.022015385269242,7.313669655885645,0.7083457293835975,233300.0,860.0,1225.0,0.5007862896755352,8.0,0.0,0.31,4.8,67950.0,10.9,294657.0,-0.0861817188823566,0
PA-502,delaware county,2018,2.7993819659039616,4.1,163.13,562.09,2018,0.06,0.28,0.28,254000.0,780155.0,22795.0,6,0,1,0,0,7.3306643104660285,6.392197623377382,0.9384666870886462,235200.0,879.0,1242.0,0.482794042,7.4,0.29,0.3,4.6,73854.0,9.7,297752.0,-0.037219182286596375,0
PA-503,luzerne county,2013,2.7993819659039616,9.1,127.91,341.29,2013,0.01,0.0,0.0,125100.0,780155.0,22795.0,0,0,1,0,0,5.154590866064986,4.779711530351168,0.3748793357138171,119500.0,486.0,742.0,0.4187263257575757,4.9,0.0,0.32,9.6,42370.0,16.4,160422.0,0.1682861060602734,1
PA-503,luzerne county,2014,2.7993819659039616,7.4,126.89,338.54,2014,0.01,0.0,0.0,120300.0,780155.0,22795.0,0,0,1,0,0,6.022036891248915,5.645659585545857,0.3763773057030571,121000.0,508.0,754.0,0.4299174102904879,3.6,0.0,0.32,9.1,45190.0,16.4,160095.0,-0.0926685866496677,0
PA-503,luzerne county,2015,2.7993819659039616,6.6,128.21,342.08,2015,0.01,0.0,0.0,123100.0,780155.0,22795.0,4,0,1,0,0,5.463983243784719,4.9615480029769286,0.5024352408077902,121700.0,520.0,765.0,0.4342184453164496,4.3,0.0,0.32,7.4,44311.0,16.0,158891.0,-0.022393217425016654,0
PA-503,luzerne county,2016,2.7993819659039616,6.2,127.88,341.21,2016,0.01,0.0,0.0,123400.0,780155.0,22795.0,7,0,1,0,0,5.341627079,5.057161731,0.2844653473796,122700.0,534.0,769.0,0.4264511635726122,4.9,0.0,0.32,6.6,50301.0,15.4,158870.0,0.026471180271541384,1
PA-503,luzerne county,2017,2.7993819659039616,6.0,131.35,350.46,2017,0.01,0.3,0.31,125700.0,780155.0,22795.0,12,0,1,0,0,5.483026252351556,5.388491316966184,0.094534935,123500.0,545.0,772.0,0.4211891997747913,5.3,0.0,0.32,6.2,46580.0,14.8,159199.0,-0.05262869075463972,0
PA-503,luzerne county,2018,2.7993819659039616,5.6,135.07,360.37,2018,0.01,0.31,0.31,133600.0,780155.0,22795.0,6,0,1,0,0,5.194461759316975,5.005572240796358,0.1888895185206172,124100.0,570.0,789.0,0.4048553030863741,5.5,0.31,0.32,6.0,51332.0,13.8,160069.0,-0.005343530033763977,0
PA-504,montgomery county,2013,2.4572273463352814,5.7,150.74,550.38,2013,0.07,0.0,0.0,291700.0,639135.0,7302.0,0,0,1,0,0,5.711640915044265,5.5516164928555245,0.1600244221887402,296000.0,956.0,1459.0,0.4495359488210919,8.4,0.0,0.27,6.2,76953.0,6.5,434779.0,-0.061212756903004206,0
PA-504,montgomery county,2014,2.464667918019323,4.7,154.31,563.44,2014,0.07,0.0,0.0,287900.0,644103.0,7478.0,0,0,1,0,0,5.362015628194408,5.288563359315033,0.073452269,292600.0,976.0,1462.0,0.4485907539860836,8.8,0.0,0.27,5.7,76919.0,6.8,434321.0,-0.023425578173472905,0
PA-504,montgomery county,2015,2.432857303739997,4.2,157.33,574.47,2015,0.08,0.0,0.0,299700.0,648209.0,7279.0,52,0,1,0,0,5.236407311928756,5.199789078978204,0.0366182329505507,290800.0,999.0,1466.0,0.4583239454991758,8.3,0.0,0.27,4.7,79495.0,7.2,436059.0,-0.07503957541135442,0
PA-504,montgomery county,2016,2.4242442899426955,4.1,160.92,587.55,2016,0.07,0.0,0.0,307500.0,649687.0,7310.0,20,0,1,0,0,4.843469530560711,4.600079101889318,0.2433904286713925,292300.0,1012.0,1451.0,0.4617710277062616,7.3,0.0,0.27,4.2,83254.0,6.6,440961.0,-0.22520708131645728,0
PA-504,montgomery county,2017,2.4129531713425254,3.9,166.05,606.28,2017,0.08,0.26,0.26,315900.0,656457.0,7407.0,29,0,1,0,0,3.7526858941379415,3.5226825651423903,0.2300033289955512,293800.0,1041.0,1450.0,0.4563793403280969,6.3,0.0,0.28,4.1,84113.0,6.2,448110.0,-0.06415537847488839,0
PA-504,montgomery county,2018,2.3767498478393185,3.5,172.46,629.68,2018,0.08,0.26,0.26,323400.0,657200.0,7341.0,12,0,1,0,0,3.511930910302147,3.270561088288253,0.2413698220138932,299300.0,1076.0,1473.0,0.4556332609868972,5.8,0.26,0.28,3.9,87304.0,5.7,452286.0,-0.15699035301475817,0
PA-505,chester county,2013,2.7993819659039616,5.1,147.39,543.01,2013,0.04,0.0,0.0,321100.0,780155.0,22795.0,0,0,1,0,0,12.581751945166332,11.737734263977323,0.844017681,329700.0,983.0,1600.0,0.4290499179968122,4.7,0.0,0.24,5.5,82442.0,7.6,272534.0,0.052432351846446235,1
PA-505,chester county,2014,2.7993819659039616,4.2,152.06,560.21,2014,0.05,0.0,0.0,325500.0,780155.0,22795.0,0,0,1,0,0,13.24144279,12.480888639271116,0.7605541514555837,325200.0,1004.0,1583.0,0.4432659595757454,4.6,0.0,0.24,5.1,83633.0,7.0,272791.0,-0.10418618428361359,0
PA-505,chester county,2015,2.7993819659039616,3.9,156.1,575.12,2015,0.05,0.0,0.0,332900.0,780155.0,22795.0,4,0,1,0,0,11.861867391300134,11.571135347395716,0.290732043904415,323600.0,1028.0,1573.0,0.453623125,5.2,0.0,0.25,4.2,85373.0,7.4,273535.0,-0.088893981568828,0
PA-505,chester county,2016,2.7993819659039616,3.8,159.92,589.19,2016,0.05,0.0,0.0,347700.0,780155.0,22795.0,35,0,1,0,0,10.807418770046018,10.710578100063527,0.09684067,325800.0,1046.0,1536.0,0.4689297297297297,5.0,0.0,0.25,3.9,90503.0,5.7,277099.0,0.0298960441438898,1
PA-505,chester county,2017,2.7993819659039616,3.7,165.42,609.43,2017,0.06,0.23,0.23,355000.0,780155.0,22795.0,17,0,1,0,0,11.130517838676816,10.668351008005116,0.4621668306717017,331000.0,1066.0,1544.0,0.4639347101355154,5.1,0.0,0.25,3.8,92407.0,7.3,280799.0,-0.0035525015116527614,0
PA-505,chester county,2018,2.7993819659039616,3.3,171.77,632.83,2018,0.06,0.22,0.23,367800.0,780155.0,22795.0,1,0,1,0,0,11.090976657229438,10.841956455944494,0.2490202012849442,338200.0,1100.0,1566.0,0.4581633306987375,5.0,0.23,0.25,3.7,96656.0,6.4,283555.0,-0.09319495537024658,0
PA-506,berks county,2013,2.7993819659039616,6.9,133.1,316.25,2013,0.01,0.0,0.0,166900.0,780155.0,22795.0,0,0,1,0,0,11.317442161341264,11.003068767970673,0.3143733933705906,173400.0,643.0,990.0,0.4866739601033495,5.7,0.0,0.28,7.5,52022.0,14.6,211337.0,0.290067938936297,1
PA-506,berks county,2014,2.7993819659039616,5.6,134.5,319.58,2014,0.01,0.0,0.0,168600.0,780155.0,22795.0,0,0,1,0,0,14.600269283112274,14.334370339214534,0.2658989438977401,170600.0,659.0,997.0,0.4962703041851602,5.8,0.0,0.28,6.9,56043.0,14.4,210608.0,-0.07472592978899073,0
PA-506,berks county,2015,2.7993819659039616,5.0,137.95,327.77,2015,0.02,0.0,0.0,171100.0,780155.0,22795.0,0,0,1,0,0,13.509250585762068,13.412927943439344,0.096322642,169200.0,673.0,1004.0,0.5024595439499816,6.1,0.0,0.28,5.6,56059.0,14.7,210766.0,-0.0702736190453942,0
PA-506,berks county,2016,2.7993819659039616,4.9,139.47,331.37,2016,0.01,0.0,0.0,174800.0,780155.0,22795.0,0,0,1,0,0,12.559906656509456,12.487584737182146,0.072321919,168200.0,671.0,995.0,0.5014272784237276,7.0,0.0,0.28,5.0,56122.0,12.8,212576.0,0.01749030856106204,1
PA-506,berks county,2017,2.7993819659039616,4.7,145.39,345.45,2017,0.01,0.25,0.25,173700.0,780155.0,22795.0,2,0,1,0,0,12.779583299429945,12.468469848320224,0.3111134511097178,169000.0,692.0,997.0,0.4988250075618325,7.2,0.0,0.28,4.9,59286.0,13.6,213541.0,0.04667822018113221,1
PA-506,berks county,2018,2.7993819659039616,4.3,151.66,360.34,2018,0.01,0.25,0.25,186000.0,780155.0,22795.0,3,0,1,0,0,13.376111502503855,13.11430149088901,0.2618100116148441,170900.0,709.0,1024.0,0.4892920602263162,7.2,0.25,0.28,4.7,61058.0,11.8,214414.0,0.05972507104611058,1
PA-510,lancaster county,2013,2.7993819659039616,5.8,139.18,505.05,2013,0.02,0.0,0.0,186500.0,780155.0,22795.0,0,0,1,0,0,9.780966767371602,9.59214501510574,0.188821752265861,189600.0,700.0,992.0,0.4712566383888544,4.0,0.0,0.3,6.4,54776.0,11.8,268701.0,-0.04531590123729923,0
PA-510,lancaster county,2014,2.7993819659039616,4.7,141.29,512.68,2014,0.02,0.0,0.0,188100.0,780155.0,22795.0,0,0,1,0,0,9.337733443336084,9.225230630765768,0.1125028125703142,188200.0,720.0,1001.0,0.4888157339410821,4.0,0.0,0.31,5.8,56922.0,10.4,269657.0,-0.24563724949591148,0
PA-510,lancaster county,2015,2.7993819659039616,4.2,144.79,525.39,2015,0.02,0.0,0.0,197400.0,780155.0,22795.0,16,0,1,0,0,7.044038283789022,6.857688064641164,0.1863502191478577,187300.0,738.0,1017.0,0.4956794577090219,4.3,0.0,0.31,4.7,57403.0,10.4,272260.0,-0.06148205135763163,0
PA-510,lancaster county,2016,2.7993819659039616,4.1,148.6,539.21,2016,0.02,0.0,0.0,196400.0,780155.0,22795.0,14,0,1,0,0,6.610956360259982,6.480965645311049,0.1299907149489322,189200.0,752.0,1015.0,0.4878253430291863,4.1,0.0,0.31,4.2,59262.0,10.9,276030.0,-0.10562736940178463,0
PA-510,lancaster county,2017,2.7993819659039616,3.9,154.65,561.16,2017,0.02,0.24,0.24,204200.0,780155.0,22795.0,17,0,1,0,0,5.912658430695723,5.433751517306038,0.4789069133896847,191400.0,778.0,1020.0,0.4760320434136572,3.9,0.0,0.32,4.1,61335.0,11.0,278302.0,0.2632757215355821,1
PA-510,lancaster county,2018,2.7993819659039616,3.5,163.2,592.2,2018,0.02,0.25,0.24,220500.0,780155.0,22795.0,45,0,1,0,0,7.469317845230583,7.174960492,0.2943573535066239,193200.0,795.0,1035.0,0.4630441318417013,3.9,0.24,0.32,3.9,63407.0,10.0,281547.0,0.03528150771679717,1
PA-511,bucks county,2013,2.7993819659039616,6.4,151.52,571.04,2013,0.04,0.0,0.0,301300.0,780155.0,22795.0,0,0,1,0,0,7.193257796151687,6.539325269228806,0.6539325269228806,315600.0,957.0,1471.0,0.4922361488104742,8.8,0.0,0.22,7.0,75471.0,5.4,338069.0,0.09141565249179107,1
PA-511,bucks county,2014,2.7993819659039616,5.3,154.12,580.84,2014,0.04,0.0,0.0,311000.0,780155.0,22795.0,0,0,1,0,0,7.850834151128557,7.4040387116334365,0.4467954394951212,309900.0,964.0,1459.0,0.4947260503538968,9.1,0.0,0.22,6.4,73594.0,6.1,336073.0,-0.011238637033825438,0
PA-511,bucks county,2015,2.7993819659039616,4.8,157.7,594.34,2015,0.05,0.0,0.0,318600.0,780155.0,22795.0,55,0,1,0,0,7.762601475691262,7.156895405719459,0.6057060699718028,307600.0,986.0,1451.0,0.5033446400485115,7.5,0.0,0.23,5.3,77917.0,6.5,334887.0,0.08997747573248871,1
PA-511,bucks county,2016,3.1517817757892743,4.6,160.26,603.96,2016,0.05,0.0,0.0,322400.0,507808.0,6151.0,49,0,1,0,0,8.461060761591254,7.982132793954014,0.4789279676372407,308800.0,999.0,1442.0,0.4894182301239241,6.4,0.0,0.24,4.8,80575.0,6.1,337667.0,-0.03882893716556324,0
PA-511,bucks county,2017,2.7993819659039616,4.3,164.49,619.93,2017,0.05,0.26,0.24,326700.0,780155.0,22795.0,28,0,1,0,0,8.132526764925414,7.352695431,0.7798313336229851,311600.0,1004.0,1449.0,0.4846337855851578,6.2,0.0,0.23,4.6,79936.0,6.6,341375.0,-0.22291141383875757,0
PA-511,bucks county,2018,2.7993819659039616,3.9,170.83,643.83,2018,0.05,0.24,0.24,338500.0,780155.0,22795.0,13,0,1,0,0,6.319693725674353,6.017239869785656,0.302453856,315700.0,1033.0,1463.0,0.4914100544904868,5.4,0.24,0.23,4.3,84749.0,6.1,343471.0,-0.09582583319538174,0
PA-512,york county,2013,2.7993819659039616,6.5,129.04,390.75,2013,0.01,0.0,0.0,165300.0,780155.0,22795.0,0,0,1,0,0,6.333078947068673,5.649653161,0.6834257856548928,177200.0,636.0,1035.0,0.4498509472064622,4.5,0.0,0.25,7.3,55648.0,10.7,232732.0,0.08191911377705474,1
PA-512,york county,2014,2.7993819659039616,5.5,130.94,396.49,2014,0.01,0.0,0.0,167000.0,780155.0,22795.0,0,0,1,0,0,6.851879161892661,6.171228914022529,0.6806502478701318,174200.0,655.0,1037.0,0.4540152642442279,5.1,0.0,0.25,6.5,57065.0,11.0,231383.0,0.1369361605685604,1
PA-512,york county,2015,2.7993819659039616,4.8,133.36,403.85,2015,0.01,0.0,0.0,168800.0,780155.0,22795.0,14,0,1,0,0,7.790149187001967,6.796622913877078,0.9935262731248884,170900.0,671.0,1035.0,0.4680886439752025,4.4,0.0,0.25,5.5,58587.0,10.2,230355.0,0.055880077845539056,1
PA-512,york county,2016,2.7993819659039616,4.6,135.75,411.08,2016,0.02,0.0,0.0,172000.0,780155.0,22795.0,11,0,1,0,0,8.22546333,6.625441696113075,1.6000216340953342,168400.0,681.0,1010.0,0.4728718103228498,4.7,0.0,0.26,4.8,58409.0,10.7,232599.0,-0.21508737919452248,0
PA-512,york county,2017,2.7993819659039616,4.4,141.59,428.76,2017,0.02,0.24,0.24,179900.0,780155.0,22795.0,22,0,1,0,0,6.456269979689651,5.447477795363143,1.008792184326508,168300.0,699.0,1021.0,0.4748344061946077,4.9,0.0,0.26,4.6,62462.0,9.9,235082.0,0.11949135906021557,1
PA-512,york county,2018,2.7993819659039616,4.0,146.24,442.84,2018,0.02,0.25,0.24,183000.0,780155.0,22795.0,23,0,1,0,0,7.227738454022438,6.491579907779411,0.736158546,170300.0,731.0,1050.0,0.4741611898996887,5.0,0.24,0.26,4.4,63519.0,9.5,236805.0,-0.010991176921301804,0
PA-600,allegheny county,2013,3.755363744552099,6.3,136.16,420.67,2013,0.03,0.0,0.0,127500.0,1010022.0,34510.0,0,0,1,0,0,12.11504092074311,11.376120864585186,0.7389200561579242,120300.0,590.0,842.0,0.439960794,5.6,0.0,0.34,6.8,50884.0,12.8,651929.0,0.05452245030008873,1
PA-600,allegheny county,2014,3.736542805,5.4,141.74,437.9,2014,0.03,0.0,0.0,133500.0,1010426.0,33862.0,0,0,1,0,0,12.775582637227869,11.89842883886766,0.8771537983602098,122400.0,603.0,847.0,0.4386887631901028,4.9,0.0,0.34,6.3,51424.0,13.8,649327.0,-0.09413782313983865,0
PA-600,allegheny county,2015,3.658902537215431,5.0,147.09,454.43,2015,0.04,0.0,0.0,141700.0,1009729.0,33108.0,80,0,1,0,0,11.572917098416118,11.264089254497712,0.3088278439184077,124800.0,622.0,852.0,0.4408231118791252,4.6,0.0,0.35,5.4,52400.0,13.3,645856.0,-0.18482749946049082,0
PA-600,allegheny county,2016,3.602113425543724,5.1,153.37,473.83,2016,0.04,0.0,0.0,147100.0,1005382.0,32503.0,85,0,1,0,0,9.433923769652308,9.042203751535258,0.3917200181170508,129600.0,634.0,854.0,0.4359172627102262,4.5,0.0,0.35,5.0,54467.0,12.3,647736.0,-0.007639150366833269,0
PA-600,allegheny county,2017,3.530733349783888,4.8,160.42,495.6,2017,0.04,0.36,0.36,153500.0,1005032.0,31812.0,86,0,1,0,0,9.361856607426692,8.928513026,0.4333435809551219,134400.0,654.0,866.0,0.4292344625233396,4.4,0.0,0.35,5.1,56140.0,11.6,648493.0,-0.3135777507481503,0
PA-600,allegheny county,2018,3.431736008961281,4.2,170.26,526.0,2018,0.04,0.37,0.36,163300.0,1003428.0,30977.0,52,0,1,0,0,6.426186669643121,5.966587112171838,0.4595995574712832,140600.0,682.0,889.0,0.4288292017598327,4.8,0.36,0.35,4.8,58625.0,11.2,651933.0,-0.009537636684743389,0
PA-603,beaver county,2013,2.7993819659039616,7.0,127.53,240.71,2013,0.01,0.0,0.0,120500.0,780155.0,22795.0,0,0,1,0,0,5.290538753196367,5.114187461423155,0.1763512917732122,114100.0,461.0,747.0,0.4222066587652193,5.3,0.0,0.26,7.4,47083.0,11.4,86713.0,0.06006088441799706,1
PA-603,beaver county,2014,2.7993819659039616,6.6,131.17,247.58,2014,0.01,0.0,0.0,119600.0,780155.0,22795.0,0,0,1,0,0,5.608293189761028,5.4902238594502695,0.1180693303107584,115400.0,465.0,743.0,0.4190673245265001,4.6,0.0,0.27,7.0,49937.0,10.6,86249.0,0.26705498342085465,1
PA-603,beaver county,2015,2.7993819659039616,6.2,134.42,253.72,2015,0.01,0.0,0.0,131500.0,780155.0,22795.0,0,0,1,0,0,7.106015834571951,6.691498244,0.4145175903500305,117300.0,477.0,744.0,0.4079732133514701,5.8,0.0,0.27,6.6,51222.0,11.4,85843.0,0.1010687614849679,1
PA-603,beaver county,2016,2.7993819659039616,6.1,138.64,261.69,2016,0.0,0.0,0.0,137600.0,780155.0,22795.0,0,0,1,0,0,7.824212054064708,7.465851196626629,0.3583608574380782,120100.0,484.0,738.0,0.4158880971232515,6.1,0.0,0.27,6.2,50128.0,13.5,85837.0,-0.24610431559146762,0
PA-603,beaver county,2017,2.7993819659039616,5.6,142.89,269.7,2017,0.0,0.32,0.3,138300.0,780155.0,22795.0,1,0,1,0,0,5.898639701456602,5.296737691103888,0.6019020103527145,123800.0,492.0,743.0,0.3946961208046529,6.5,0.0,0.27,6.1,55221.0,8.2,85443.0,0.20400879148323203,1
PA-603,beaver county,2018,2.7993819659039616,4.7,149.38,281.96,2018,0.01,0.32,0.3,140800.0,780155.0,22795.0,1,0,1,0,0,7.102014058345777,6.737808209,0.3642058491459373,129200.0,503.0,758.0,0.3894007989347536,7.5,0.3,0.27,5.6,54923.0,11.0,85242.0,0.056495846935610494,1
SC-503,sumter county,2012,2.7993819659039616,10.4,126.22,183.12,2012,0.01,0.01,0.01,107700.0,780155.0,22795.0,0,1,0,0,0,51.648541343000176,14.016916968755396,37.63162437424478,164000.0,674.0,849.0,0.5248812420345267,35.7,0.0,0.3,10.1,40353.0,20.0,132855.0,1.6788934824227963,1
SC-503,horry county,2013,2.7993819659039616,8.4,118.4,341.48,2013,0.01,0.0,0.0,151500.0,780155.0,22795.0,0,1,0,0,0,138.3609407804075,37.549827511260325,100.81111326914716,105400.0,502.0,708.0,0.3694779116465863,7.5,0.01,0.34,10.4,39667.0,18.2,44784.0,-0.6814737951057365,0
SC-503,sumter county,2013,2.7993819659039616,8.5,127.02,184.29,2013,0.01,0.01,0.01,117700.0,780155.0,22795.0,0,1,0,0,0,44.07158537238314,15.460191679605932,28.611393692777213,159600.0,677.0,848.0,0.5319702709737124,37.8,0.0,0.3,8.4,42075.0,19.3,133217.0,1.7690397427700408,1
SC-503,horry county,2014,2.7993819659039616,7.2,124.32,358.57,2014,0.01,0.0,0.0,157000.0,780155.0,22795.0,0,1,0,0,0,122.0359714230117,42.80988519167153,79.22608623134018,107300.0,525.0,729.0,0.3954102206906664,7.9,0.01,0.35,8.5,39780.0,19.9,44323.0,-0.6504423167449326,0
SC-503,sumter county,2014,2.7993819659039616,7.1,124.62,180.8,2014,0.01,0.01,0.01,111100.0,780155.0,22795.0,0,1,0,0,0,42.65861144440959,12.807285922658224,29.851325521751367,157700.0,676.0,831.0,0.511154192,37.8,0.0,0.31,7.2,43001.0,17.7,134144.0,1.8768049869743209,1
SC-503,horry county,2015,2.7993819659039616,7.0,130.13,375.3,2015,0.01,0.0,0.0,170900.0,780155.0,22795.0,24,1,0,0,0,122.72050614067734,36.84406401,85.87644212876813,108300.0,530.0,733.0,0.4238326642721318,6.4,0.01,0.35,7.1,36633.0,24.1,44389.0,-0.665806944417207,0
SC-503,sumter county,2015,2.7993819659039616,6.8,128.19,185.97,2015,0.01,0.01,0.01,100900.0,780155.0,22795.0,24,1,0,0,0,41.01234092981988,15.201245881703285,25.81109505,159700.0,685.0,830.0,0.5111225932774938,36.6,0.0,0.31,7.0,47541.0,16.8,137237.0,2.001433945398339,1
SC-503,horry county,2016,2.7993819659039616,5.7,135.32,390.29,2016,0.01,0.0,0.0,175500.0,780155.0,22795.0,18,1,0,0,0,123.09583224701106,45.62553540169094,77.47029684532012,107100.0,540.0,742.0,0.4295754650007099,5.3,0.01,0.35,6.8,41169.0,18.5,44355.0,-0.7625774349200583,0
SC-503,kershaw county,2016,2.7993819659039616,5.1,123.83,229.73,2016,0.05,0.0,0.01,243400.0,780155.0,22795.0,18,1,0,0,0,29.22572824273557,11.072170145348489,18.153558097387087,162100.0,706.0,843.0,0.4891183183820797,35.6,0.0,0.31,5.7,45621.0,15.5,139740.0,4.12436189187527,1
SC-503,horry county,2017,2.7993819659039616,4.9,141.73,408.78,2017,0.01,0.28,0.28,176400.0,780155.0,22795.0,25,1,0,0,0,91.15838535475962,34.53536365082782,56.62302170393179,108900.0,538.0,732.0,0.4494041322896834,5.0,0.01,0.35,5.8,40614.0,21.2,44134.0,-0.651917630895861,0
SC-503,kershaw county,2017,2.7993819659039616,4.4,127.4,236.37,2017,0.05,0.3,0.26,119300.0,780155.0,22795.0,25,1,0,0,0,31.730626737992772,11.564825496081616,20.16580124191116,166500.0,723.0,849.0,0.4685791624648373,33.9,0.28,0.3,4.9,45680.0,16.8,140661.0,4.246783144285889,1
SC-503,sumter county,2017,2.7993819659039616,5.1,130.87,189.87,2017,0.01,0.28,0.28,123500.0,780155.0,22795.0,25,1,0,0,0,166.4837175265276,60.67813147944872,105.80558604707892,121200.0,510.0,687.0,0.3763581051716645,4.8,0.26,0.19,4.4,50010.0,14.7,28640.0,-0.38418206399278965,0
SC-503,horry county,2018,2.7993819659039616,4.2,149.5,431.18,2018,0.01,0.31,0.29,187000.0,780155.0,22795.0,39,1,0,0,0,102.52365930599368,37.36668168844825,65.15697761754544,113200.0,549.0,736.0,0.4775022326028714,4.8,0.28,0.35,5.1,45585.0,18.8,43072.0,-0.682383843940098,0
