CoC Number,County,Year,HPI,SummerTemperature,Median_House_Values_5_year,Median_House_Values_1_year,Overall Homeless,Unsheltered Homeless,Median_Gross_Rent_5_year,Median_Gross_Rent_1_year,Overall Homeless - Multiple Races,Sheltered Total Homeless,Overall Homeless - Native Hawaiian or Other Pacific Islander,Median_Rent_1_year,Overall Homeless - Age 18 to 24,Median_Rent_5_year,SSDI Participation Rate (Percent),Estimate Total  85 years and over,Overall Homeless - American Indian or Alaska Native,Estimate Total Native Hawaiian and Other Pacific Islander alone,Estimate Total Some other race alone,JanuaryPrecipitation,Estimate Total Two or more races,Estimate Total Asian alone,Overall Homeless - Asian,Total Civilian Noninstitutionalized Population Estimate Population Age 16 and Over,Estimate Total  62 to 64 years,Estimate Total Black or African American alone,Estimate Total  60 and 61 years,CoC_Category_Largely Rural CoC,CoC_Category_Largely Suburban CoC,CoC_Category_Major City CoC,CoC_Category_Other Largely Urban CoC,total_homeless_per_10k,SSDI Participation Rate (Percent)_missing,Total Civilian Noninstitutionalized Population Estimate Population Age 16 and Over_missing
OR-507,clackamas county,2012,617.4,60.1,313100,281100.0,993,869,1300.0,1240.0,0,124,0,855.0,0,830,2.826930578893613,0.018637149,0,0.0,0.01,7.29,0.04,0.04,0,779747.0,0.039858593,0.01,0.030500942,False,True,False,False,15.94280165763928,1,1
OR-507,clackamas county,2013,661.14,62.5,300600,294800.0,619,478,1302.0,1285.0,0,141,0,907.0,0,858,2.826930578893613,0.019543454,0,0.0,0.01,7.1,0.03,0.04,0,779747.0,0.037976835,0.01,0.029410477,False,True,False,False,15.646678751911528,1,1
OR-507,clackamas county,2014,734.07,62.9,295600,302300.0,618,478,1280.0,1217.0,0,140,0,888.0,57,872,2.826930578893613,0.019343143,0,0.0,0.02,5.91,0.03,0.04,0,779747.0,0.041152284,0.01,0.028979269,False,True,False,False,12.303400869207875,1,1
OR-507,clackamas county,2015,796.64,65.5,301000,336200.0,494,308,1272.0,1289.0,0,186,6,959.0,49,894,2.826930578893613,0.019149969,37,0.0,0.02,10.19,0.03,0.04,9,779747.0,0.043726884,0.01,0.028723709,False,True,False,False,11.34631502075665,1,1
OR-507,clackamas county,2016,892.64,61.8,319100,374900.0,463,308,1306.0,1394.0,24,155,2,1068.0,50,949,2.826930578893613,0.019884233,34,0.0,0.02,6.13,0.04,0.04,6,779747.0,0.042584215,0.01,0.030620347,False,True,False,False,12.043463089330023,1,1
OR-507,clackamas county,2017,968.49,63.9,341600,404200.0,497,346,1360.0,1446.0,43,151,5,1110.0,34,994,2.826930578893613,0.019347084,29,0.0,0.01,10.02,0.05,0.04,2,779747.0,0.04337343,0.01,0.031698298,False,True,False,False,9.205071201,1,1
OR-507,clackamas county,2018,1027.08,63.3,369100,439100.0,383,346,1423.0,1498.0,35,37,2,1214.0,24,1079,2.826930578893613,0.020251157,13,0.0,0.02,5.81,0.04,0.05,1,779747.0,0.038694947,0.01,0.031037673,False,True,False,False,11.262903916190604,1,1
PA-501,dauphin county,2010,414.92,74.1,153100,160600.0,394,88,1211.0,899.0,0,306,0,659.0,0,626,2.826930578893613,0.024520916,0,0.0,0.01,1.74,0.03,0.03,0,779747.0,0.036436507,0.18,0.023652226,False,True,False,False,14.648092587842084,1,1
PA-501,dauphin county,2011,409.28,73.2,157400,159100.0,394,73,928.0,912.0,0,321,0,674.0,0,654,2.826930578893613,0.021373575,0,0.0,0.03,3.03,0.03,0.03,0,779747.0,0.043457247,0.17,0.024979831,False,True,False,False,14.31405632914913,1,1
PA-501,dauphin county,2012,398.06,73.2,159100,158600.0,386,58,941.0,916.0,0,328,0,695.0,0,676,2.826930578893613,0.022424119,0,0.0,0.02,3.31,0.03,0.03,0,779747.0,0.031409341,0.18,0.026547754,False,True,False,False,14.394490232046564,1,1
PA-501,dauphin county,2013,395.64,72.2,158800,160300.0,390,48,942.0,913.0,0,342,0,701.0,0,690,2.826930578893613,0.017624023,0,0.0,0.03,2.36,0.03,0.03,0,779747.0,0.039400303,0.19,0.025662792,False,True,False,False,14.588160749743048,1,1
PA-501,dauphin county,2014,392.33,70.8,159200,158100.0,396,39,946.0,922.0,0,357,0,689.0,42,700,2.826930578893613,0.023263696,0,0.0,0.02,2.09,0.03,0.04,0,779747.0,0.036381989,0.18,0.030325692,False,True,False,False,14.726191740877637,1,1
PA-501,dauphin county,2015,407.17,71.9,159200,158500.0,402,16,939.0,950.0,49,386,0,727.0,29,703,2.826930578893613,0.021506834,1,0.0,0.02,3.64,0.04,0.03,1,779747.0,0.034588234,0.18,0.032082584,False,True,False,False,15.81983654053422,1,1
PA-501,dauphin county,2016,410.85,73.9,161000,167500.0,433,43,935.0,925.0,27,390,0,755.0,29,720,2.826930578893613,0.023086731,0,0.0,0.03,2.6,0.02,0.04,1,779747.0,0.040609119,0.19,0.027971517,False,True,False,False,16.68419716368648,1,1
PA-501,dauphin county,2017,419.37,71.5,163300,173600.0,460,70,963.0,1006.0,44,390,3,796.0,22,747,2.826930578893613,0.018251061,1,0.0,0.02,3.02,0.03,0.04,4,779747.0,0.037028037,0.2,0.028047586,False,True,False,False,16.05935827526101,1,1
PA-501,dauphin county,2018,435.0,73.2,165200,171000.0,445,35,984.0,972.0,27,410,5,776.0,26,766,2.826930578893613,0.023038864,5,0.0,0.02,4.43,0.03,0.05,1,779747.0,0.043255611,0.21,0.026055858,False,True,False,False,15.019816815726973,1,1
PA-502,delaware county,2010,531.63,77.6,232300,243400.0,716,53,1211.0,1183.0,0,663,0,805.0,0,771,2.826930578893613,0.026938399,0,0.0,0.01,3.23,0.02,0.05,0,779747.0,0.030644977,0.2,0.02522547,False,True,False,False,11.581893639610076,1,1
PA-502,delaware county,2011,508.7,76.2,234700,234200.0,648,47,1202.0,1192.0,0,601,0,799.0,0,792,2.826930578893613,0.027648196,0,0.0,0.01,2.88,0.02,0.05,0,779747.0,0.032388194,0.2,0.022573969,False,True,False,False,10.764607965097008,1,1
PA-502,delaware county,2012,493.11,76.1,236600,233500.0,604,38,1216.0,1154.0,0,566,0,805.0,0,812,2.826930578893613,0.023498569,0,0.0,0.01,3.6,0.02,0.05,0,779747.0,0.028752553,0.21,0.027398066,False,True,False,False,9.71576926293612,1,1
PA-502,delaware county,2013,494.19,74.9,234100,227600.0,546,45,1215.0,1186.0,0,501,0,837.0,0,826,2.826930578893613,0.026132928,0,0.0,0.01,3.24,0.02,0.05,0,779747.0,0.033663539,0.21,0.026974606,False,True,False,False,9.041494955236606,1,1
PA-502,delaware county,2014,499.83,73.9,233400,226800.0,509,47,1223.0,1207.0,0,462,0,841.0,61,839,2.826930578893613,0.024756643,0,0.0,0.01,3.94,0.02,0.05,0,779747.0,0.037182038,0.21,0.026104874,False,True,False,False,7.731949621737419,1,1
PA-502,delaware county,2015,506.61,75.6,232700,235500.0,436,60,1221.0,1242.0,2,376,3,864.0,36,843,3.2292908307373027,0.024325494,3,0.0,0.01,2.58,0.03,0.05,0,447157.0,0.037363405,0.21,0.031667299,False,True,False,False,7.206222200134185,0,0
PA-502,delaware county,2016,520.53,77.0,233300,239500.0,406,35,1225.0,1196.0,9,371,0,894.0,30,860,2.826930578893613,0.024863242,0,0.0,0.01,2.88,0.02,0.06,0,779747.0,0.041334607,0.21,0.02581638,False,True,False,False,8.022015385269242,1,1
PA-502,delaware county,2017,537.16,74.6,235200,244900.0,453,40,1242.0,1208.0,22,413,1,891.0,34,879,2.826930578893613,0.026647966,0,0.0,0.02,2.7,0.03,0.06,4,779747.0,0.039532775,0.21,0.028286016,False,True,False,False,7.3306643104660285,1,1
PA-502,delaware county,2018,562.09,76.1,239600,254000.0,414,53,1259.0,1224.0,6,361,0,896.0,24,903,2.826930578893613,0.025894598,0,0.0,0.01,4.26,0.03,0.06,2,779747.0,0.037676781,0.22,0.026916287,False,True,False,False,7.057822979212947,1,1
PA-503,luzerne county,2010,356.34,70.1,113300,118800.0,201,6,1211.0,714.0,0,195,0,462.0,0,451,2.826930578893613,0.028713041,0,0.0,0.01,1.84,0.01,0.01,0,779747.0,0.035072242,0.04,0.02943001,False,True,False,False,5.6135798734449605,1,1
PA-503,luzerne county,2011,348.41,68.9,116700,118800.0,180,9,727.0,746.0,0,171,0,504.0,0,468,2.826930578893613,0.032112796,0,0.0,0.02,2.76,0.01,0.01,0,779747.0,0.03815675,0.04,0.02669881,False,True,False,False,5.544704962510942,1,1
PA-503,luzerne county,2012,344.65,69.2,119500,124000.0,178,5,742.0,725.0,0,173,0,508.0,0,486,2.826930578893613,0.028059945,0,0.0,0.03,2.66,0.01,0.01,0,779747.0,0.042438798,0.04,0.025586633,False,True,False,False,5.154590866064986,1,1
PA-503,luzerne county,2013,341.29,68.7,121000,125100.0,165,12,754.0,738.0,0,153,0,539.0,0,508,2.826930578893613,0.026363389,0,0.0,0.03,2.96,0.02,0.01,0,779747.0,0.036075888,0.03,0.032120911,False,True,False,False,6.022036891248915,1,1
PA-503,luzerne county,2014,338.54,67.0,121700,120300.0,192,12,765.0,759.0,0,180,0,548.0,28,520,2.826930578893613,0.034360112,0,0.0,0.02,2.06,0.02,0.01,0,779747.0,0.040134367,0.05,0.028231434,False,True,False,False,5.463983243784719,1,1
PA-503,luzerne county,2015,342.08,68.1,122700,123100.0,174,16,769.0,790.0,4,158,0,577.0,29,534,2.826930578893613,0.034843884,0,0.0,0.04,2.17,0.02,0.01,0,779747.0,0.038473979,0.04,0.031904638,False,True,False,False,5.341627079,1,1
PA-503,luzerne county,2016,341.21,70.0,123500,123400.0,169,9,772.0,754.0,7,160,1,564.0,12,545,2.826930578893613,0.033715465,1,0.0,0.02,3.27,0.02,0.01,0,779747.0,0.038810556,0.04,0.025611363,False,True,False,False,5.483026252351556,1,1
PA-503,luzerne county,2017,350.46,67.0,124100,125700.0,174,3,789.0,765.0,12,171,0,590.0,20,570,2.826930578893613,0.032494808,2,0.0,0.04,3.69,0.01,0.01,0,779747.0,0.044444024,0.05,0.027859445,False,True,False,False,5.194461759316975,1,1
PA-503,luzerne county,2018,360.37,69.1,125400,133600.0,165,6,808.0,810.0,6,159,0,614.0,18,585,2.826930578893613,0.027042683,0,0.0,0.04,4.67,0.02,0.01,0,779747.0,0.041294397,0.05,0.030798436,False,True,False,False,5.166704996896827,1,1
PA-504,montgomery county,2010,574.05,76.2,297200,295300.0,428,38,1211.0,1421.0,0,390,0,924.0,0,897,2.826930578893613,0.025332937,0,0.0,0.01,2.89,0.02,0.06,0,779747.0,0.035304824,0.09,0.025503962,False,True,False,False,5.098170876,1,1
PA-504,montgomery county,2011,557.32,75.4,297900,292300.0,410,10,1448.0,1443.0,0,400,0,959.0,0,933,2.826930578893613,0.026485619,0,0.0,0.01,3.16,0.02,0.06,0,779747.0,0.035755586,0.09,0.025697268,False,True,False,False,5.182693021299754,1,1
PA-504,montgomery county,2012,547.05,74.8,296000,288500.0,419,23,1459.0,1398.0,0,396,0,989.0,0,956,2.410731633938589,0.026092818,0,0.0,0.01,3.54,0.02,0.07,0,638188.0,0.032706627,0.09,0.023602899,False,True,False,False,5.711640915044265,0,0
PA-504,montgomery county,2013,550.38,74.0,292600,291700.0,464,13,1462.0,1397.0,0,451,0,969.0,0,976,2.4572273463352814,0.028739155,0,0.0,0.01,3.26,0.02,0.07,0,639135.0,0.035321083,0.09,0.026858253,False,True,False,False,5.362015628194408,0,0
PA-504,montgomery county,2014,563.44,72.6,290800,287900.0,438,6,1466.0,1417.0,0,432,0,1016.0,33,999,2.464667918019323,0.027413611,0,0.0,0.01,3.71,0.02,0.07,0,644103.0,0.036008751,0.09,0.026472198,False,True,False,False,5.236407311928756,0,0
PA-504,montgomery county,2015,574.47,74.1,292300,299700.0,429,3,1451.0,1456.0,52,426,0,1064.0,25,1012,2.432857303739997,0.027309878,2,0.0,0.02,2.8,0.02,0.08,4,648209.0,0.039786931,0.09,0.026658074,False,True,False,False,4.843469530560711,0,0
PA-504,montgomery county,2016,587.55,76.2,293800,307500.0,398,20,1450.0,1443.0,20,378,0,1090.0,30,1041,2.4242442899426955,0.027596824,1,0.0,0.01,3.11,0.03,0.07,2,649687.0,0.039799203,0.09,0.028511972,False,True,False,False,3.7526858941379415,0,0
PA-504,montgomery county,2017,606.28,73.6,299300,315900.0,310,19,1473.0,1457.0,29,291,0,1114.0,30,1076,2.4129531713425254,0.029376267,0,0.0,0.01,2.43,0.02,0.08,2,656457.0,0.039446781,0.1,0.027717822,False,True,False,False,3.511930910302147,0,0
PA-504,montgomery county,2018,629.68,74.9,305800,323400.0,291,20,1499.0,1479.0,12,271,1,1135.0,14,1120,2.3767498478393185,0.026499993,0,0.0,0.02,4.64,0.03,0.08,0,657200.0,0.040204971,0.09,0.026440857,False,True,False,False,2.960591636930372,0,0
PA-505,chester county,2010,563.82,75.6,334300,330500.0,319,7,1211.0,1553.0,0,312,0,955.0,0,928,2.826930578893613,0.01751311,0,0.0,0.01,3.09,0.02,0.04,0,779747.0,0.032437169,0.06,0.020382275,False,True,False,False,14.407706336810897,1,1
PA-505,chester county,2011,548.84,74.7,333400,321500.0,726,9,1589.0,1504.0,0,717,0,962.0,0,961,2.826930578893613,0.01866056,0,0.0,0.01,2.85,0.02,0.04,0,779747.0,0.03506669,0.06,0.024193436,False,True,False,False,13.640625771109905,1,1
PA-505,chester county,2012,536.44,74.2,329700,322900.0,691,24,1600.0,1530.0,0,667,0,994.0,0,983,2.826930578893613,0.020391847,0,0.0,0.01,4.25,0.02,0.04,0,779747.0,0.033035582,0.06,0.027972166,False,True,False,False,12.581751945166332,1,1
PA-505,chester county,2013,543.01,73.2,325200,321100.0,641,43,1583.0,1499.0,0,598,0,1000.0,0,1004,2.826930578893613,0.022558826,0,0.0,0.01,3.32,0.02,0.04,0,779747.0,0.037647114,0.06,0.026072295,False,True,False,False,13.24144279,1,1
PA-505,chester county,2014,560.21,71.7,323600,325500.0,679,39,1573.0,1478.0,0,640,0,1046.0,58,1028,2.826930578893613,0.0203692,0,0.0,0.02,3.59,0.02,0.05,0,779747.0,0.03202518,0.06,0.026931418,False,True,False,False,11.861867391300134,1,1
PA-505,chester county,2015,575.12,73.5,325800,332900.0,612,15,1536.0,1507.0,4,597,0,1116.0,44,1046,2.826930578893613,0.01845567,1,0.0,0.01,3.25,0.02,0.05,0,779747.0,0.036312432,0.06,0.026753163,False,True,False,False,10.807418770046018,1,1
PA-505,chester county,2016,589.19,75.0,331000,347700.0,558,5,1544.0,1535.0,35,553,2,1063.0,14,1066,2.826930578893613,0.022296596,3,0.0,0.01,3.12,0.03,0.05,3,779747.0,0.035757449,0.06,0.029987682,False,True,False,False,11.130517838676816,1,1
PA-505,chester county,2017,609.43,72.8,338200,355000.0,578,24,1566.0,1543.0,17,554,0,1104.0,22,1100,2.826930578893613,0.022569147,2,0.0,0.01,2.38,0.02,0.06,6,779747.0,0.037125476,0.06,0.02696936,False,True,False,False,11.090976657229438,1,1
PA-505,chester county,2018,632.83,74.0,347000,367800.0,579,13,1595.0,1568.0,1,566,1,1138.0,13,1139,2.826930578893613,0.020191707,2,0.0,0.01,4.34,0.02,0.06,1,779747.0,0.042952154,0.06,0.025526486,False,True,False,False,10.057353582646494,1,1
PA-506,berks county,2010,341.3,74.5,170400,175700.0,513,13,1211.0,955.0,0,500,0,628.0,0,607,2.826930578893613,0.023069079,0,0.0,0.08,2.17,0.02,0.01,0,779747.0,0.027942212,0.05,0.023248756,False,True,False,False,8.648716743624902,1,1
PA-506,berks county,2011,327.76,73.8,174000,168300.0,357,7,972.0,974.0,0,350,0,641.0,0,628,2.826930578893613,0.021263246,0,0.0,0.07,2.97,0.02,0.01,0,779747.0,0.036433628,0.05,0.025313849,False,True,False,False,8.222669900916827,1,1
PA-506,berks county,2012,315.63,73.1,173400,166500.0,340,17,990.0,951.0,0,323,0,659.0,0,643,2.826930578893613,0.024619641,0,0.0,0.05,4.19,0.02,0.01,0,779747.0,0.034583582,0.05,0.021971458,False,True,False,False,11.317442161341264,1,1
PA-506,berks county,2013,316.25,72.4,170600,166900.0,468,13,997.0,961.0,0,455,0,653.0,0,659,2.826930578893613,0.022787235,0,0.0,0.06,3.59,0.04,0.01,0,779747.0,0.038324535,0.04,0.024126949,False,True,False,False,14.600269283112274,1,1
PA-506,berks county,2014,319.58,71.0,169200,168600.0,604,11,1004.0,971.0,0,593,0,689.0,86,673,2.826930578893613,0.021960836,0,0.0,0.03,2.7,0.08,0.01,0,779747.0,0.037136413,0.05,0.026420686,False,True,False,False,13.509250585762068,1,1
PA-506,berks county,2015,327.77,72.3,168200,171100.0,561,4,995.0,995.0,0,557,0,682.0,51,671,2.826930578893613,0.022327588,5,0.0,0.03,3.47,0.05,0.02,2,779747.0,0.029691454,0.05,0.028694515,False,True,False,False,12.559906656509456,1,1
PA-506,berks county,2016,331.37,74.6,169000,174800.0,521,3,997.0,1002.0,0,518,0,738.0,48,692,2.826930578893613,0.021038446,2,0.0,0.04,3.12,0.07,0.01,1,779747.0,0.031787894,0.04,0.026795271,False,True,False,False,12.779583299429945,1,1
PA-506,berks county,2017,345.45,71.8,170900,173700.0,534,13,1024.0,1037.0,2,521,1,717.0,44,709,2.826930578893613,0.023096584,2,0.0,0.05,3.89,0.06,0.01,1,779747.0,0.035069665,0.06,0.025164292,False,True,False,False,13.376111502503855,1,1
PA-506,berks county,2018,360.34,73.5,174200,186000.0,562,11,1061.0,1063.0,3,551,2,736.0,37,729,2.826930578893613,0.025847788,2,0.0,0.07,4.64,0.03,0.01,2,779747.0,0.036591519,0.05,0.026578476,False,True,False,False,14.175000712311594,1,1
PA-510,lancaster county,2010,527.19,75.1,184400,187400.0,602,23,1211.0,923.0,0,579,0,680.0,0,648,2.826930578893613,0.02399088,0,0.0,0.02,2.23,0.02,0.02,0,779747.0,0.029817978,0.04,0.020611124,False,True,False,False,9.644877519604885,1,1
PA-510,lancaster county,2011,513.96,74.4,187300,184200.0,505,7,970.0,975.0,0,498,0,672.0,0,677,2.826930578893613,0.0257184,0,0.0,0.03,2.59,0.02,0.02,0,779747.0,0.031723053,0.03,0.024973548,False,True,False,False,10.66771951869983,1,1
PA-510,lancaster county,2012,502.57,73.9,189600,188800.0,562,9,992.0,984.0,0,553,0,741.0,0,700,2.826930578893613,0.029307756,0,0.0,0.03,4.65,0.02,0.02,0,779747.0,0.032673213,0.04,0.025405117,False,True,False,False,9.780966767371602,1,1
PA-510,lancaster county,2013,505.05,72.9,188200,186500.0,518,10,1001.0,982.0,0,508,0,756.0,0,720,2.826930578893613,0.024333459,0,0.0,0.03,2.92,0.02,0.02,0,779747.0,0.035422961,0.04,0.024871601,False,True,False,False,9.337733443336084,1,1
PA-510,lancaster county,2014,512.68,71.2,187300,188100.0,498,6,1017.0,988.0,0,492,0,744.0,69,738,2.826930578893613,0.024519988,0,0.0,0.04,2.7,0.02,0.02,0,779747.0,0.03218893,0.04,0.027580065,False,True,False,False,7.044038283789022,1,1
PA-510,lancaster county,2015,525.39,72.6,189200,197400.0,378,10,1015.0,1008.0,16,368,3,785.0,33,752,2.826930578893613,0.027598467,3,0.0,0.03,3.14,0.02,0.02,3,779747.0,0.035460583,0.04,0.027261174,False,True,False,False,6.610956360259982,1,1
PA-510,lancaster county,2016,539.21,74.6,191400,196400.0,356,7,1020.0,1014.0,14,349,0,813.0,22,778,2.826930578893613,0.02711792,3,0.0,0.02,2.99,0.02,0.02,3,779747.0,0.038096565,0.04,0.026232126,False,True,False,False,5.912658430695723,1,1
PA-510,lancaster county,2017,561.16,72.5,193200,204200.0,321,26,1035.0,1034.0,17,295,1,829.0,27,795,2.826930578893613,0.02817262,3,0.0,0.02,2.33,0.02,0.02,0,779747.0,0.033374286,0.04,0.025774402,False,True,False,False,7.469317845230583,1,1
PA-510,lancaster county,2018,592.2,73.5,200400,220500.0,406,16,1060.0,1067.0,45,390,0,826.0,26,812,2.826930578893613,0.022321486,7,0.0,0.03,3.83,0.02,0.02,3,779747.0,0.038533217,0.04,0.024556762,False,True,False,False,7.732846640426296,1,1
PA-511,bucks county,2010,597.12,75.2,321500,308500.0,474,36,1211.0,1393.0,0,438,0,913.0,0,890,2.826930578893613,0.024455131,0,0.0,0.01,2.93,0.01,0.04,0,779747.0,0.037558836,0.04,0.026060319,False,True,False,False,8.056102377906178,1,1
PA-511,bucks county,2011,578.93,74.2,319600,308900.0,505,33,1452.0,1415.0,0,472,0,978.0,0,928,2.826930578893613,0.023340363,0,0.0,0.01,3.15,0.02,0.04,0,779747.0,0.042537816,0.04,0.026417635,False,True,False,False,7.304007795194345,1,1
PA-511,bucks county,2012,567.07,73.5,315600,305600.0,458,51,1471.0,1415.0,0,407,0,948.0,0,957,2.826930578893613,0.024428557,0,0.0,0.01,3.44,0.02,0.04,0,779747.0,0.035368621,0.04,0.025088788,False,True,False,False,7.193257796151687,1,1
PA-511,bucks county,2013,571.04,72.8,309900,301300.0,451,41,1459.0,1364.0,0,410,0,957.0,0,964,2.826930578893613,0.023758485,0,0.0,0.01,3.38,0.02,0.04,0,779747.0,0.037945631,0.04,0.029029819,False,True,False,False,7.850834151128557,1,1
PA-511,bucks county,2014,580.84,71.4,307600,311000.0,492,28,1451.0,1404.0,0,464,0,1008.0,68,986,2.826930578893613,0.023542928,0,0.0,0.01,3.96,0.02,0.04,0,779747.0,0.036614886,0.04,0.029804447,False,True,False,False,7.762601475691262,1,1
PA-511,bucks county,2015,594.34,72.9,308800,318600.0,487,38,1442.0,1449.0,55,449,3,1033.0,75,999,2.826930578893613,0.024835543,4,0.0,0.01,3.1,0.02,0.05,3,779747.0,0.038360322,0.04,0.03130544,False,True,False,False,8.461060761591254,1,1
PA-511,bucks county,2016,603.96,74.9,311600,322400.0,530,30,1449.0,1438.0,49,500,0,1009.0,56,1004,3.1517817757892743,0.025902021,2,0.0,0.01,3.69,0.02,0.05,0,507808.0,0.04443334,0.04,0.029418949,False,True,False,False,8.132526764925414,0,0
PA-511,bucks county,2017,619.93,72.5,315700,326700.0,511,49,1463.0,1439.0,28,462,0,1056.0,67,1033,2.826930578893613,0.024754075,1,0.0,0.01,2.67,0.02,0.05,1,779747.0,0.045546924,0.04,0.032137008,False,True,False,False,6.319693725674353,1,1
PA-511,bucks county,2018,643.83,74.1,323300,338500.0,397,19,1498.0,1498.0,13,378,0,1134.0,30,1078,2.826930578893613,0.021431243,4,0.0,0.01,4.71,0.02,0.05,7,779747.0,0.043050327,0.04,0.028648748,False,True,False,False,5.7141038088719815,1,1
PA-512,york county,2011,410.49,74.3,178400,173200.0,257,25,1021.0,1001.0,0,232,0,628.0,0,629,2.826930578893613,0.02173913,0,0.0,0.03,2.54,0.02,0.01,0,779747.0,0.036818005,0.06,0.022934267,False,True,False,False,6.486298836,1,1
PA-512,york county,2012,391.76,73.7,177200,167400.0,284,25,1035.0,991.0,0,259,0,645.0,0,636,2.826930578893613,0.019228222,0,0.0,0.02,4.2,0.02,0.01,0,779747.0,0.038170955,0.06,0.024814661,False,True,False,False,6.333078947068673,1,1
PA-512,york county,2013,390.75,72.9,174200,165300.0,278,30,1037.0,968.0,0,248,0,676.0,0,655,2.826930578893613,0.016907954,0,0.0,0.01,2.64,0.02,0.01,0,779747.0,0.02810019,0.06,0.025853997,False,True,False,False,6.851879161892661,1,1
PA-512,york county,2014,396.49,71.1,170900,167000.0,302,30,1035.0,1003.0,0,272,0,698.0,25,671,2.826930578893613,0.01697088,0,0.0,0.01,2.45,0.02,0.01,0,779747.0,0.033571939,0.06,0.02854874,False,True,False,False,7.790149187001967,1,1
PA-512,york county,2015,403.85,72.9,168400,168800.0,345,44,1010.0,991.0,14,301,8,714.0,26,681,2.826930578893613,0.021065015,1,0.0,0.01,3.35,0.02,0.01,2,779747.0,0.037485295,0.06,0.02526718,False,True,False,False,8.22546333,1,1
PA-512,york county,2016,411.08,74.5,168300,172000.0,365,71,1021.0,1045.0,11,294,0,728.0,23,699,2.826930578893613,0.021933818,3,0.0,0.02,2.8,0.02,0.02,2,779747.0,0.035042727,0.06,0.02798235,False,True,False,False,6.456269979689651,1,1
PA-512,york county,2017,428.76,72.5,170300,179900.0,288,45,1050.0,1058.0,22,243,1,770.0,12,731,2.826930578893613,0.020153426,0,0.0,0.01,2.41,0.03,0.02,2,779747.0,0.038044916,0.06,0.029387237,False,True,False,False,7.227738454022438,1,1
PA-512,york county,2018,442.84,73.4,173200,183000.0,324,33,1073.0,1058.0,23,291,0,739.0,30,743,2.826930578893613,0.021620753,0,0.0,0.02,4.01,0.03,0.02,0,779747.0,0.045588291,0.05,0.026655632,False,True,False,False,7.148297101933381,1,1
PA-600,allegheny county,2010,404.09,73.2,115200,119000.0,1265,119,1211.0,796.0,0,1146,0,573.0,0,555,2.826930578893613,0.028828449,0,0.0,0.0,2.21,0.02,0.03,0,779747.0,0.032867407,0.13,0.027818301,False,True,False,False,11.596768225995994,1,1
PA-600,allegheny county,2011,406.77,72.7,118700,123400.0,1423,57,828.0,806.0,0,1366,0,585.0,0,572,2.826930578893613,0.030664202,0,0.0,0.01,3.05,0.02,0.03,0,779747.0,0.038165836,0.13,0.024946498,False,True,False,False,11.19301607857237,1,1
PA-600,allegheny county,2012,410.17,72.4,120300,121900.0,1376,56,842.0,817.0,0,1320,0,612.0,0,590,3.710444489627914,0.030160948,0,0.0,0.0,2.6,0.02,0.03,0,1008235.0,0.038800558,0.13,0.028127334,False,True,False,False,12.11504092074311,0,0
PA-600,allegheny county,2013,420.67,70.7,122400,127500.0,1492,91,847.0,828.0,0,1401,0,622.0,0,603,3.755363744552099,0.029118322,0,0.0,0.0,2.08,0.02,0.03,0,1010022.0,0.036716207,0.13,0.028449234,False,True,False,False,12.775582637227869,0,0
PA-600,allegheny county,2014,437.9,69.7,124800,133500.0,1573,108,852.0,844.0,0,1465,0,649.0,166,622,3.736542805,0.029854904,0,0.0,0.01,2.26,0.02,0.03,0,1010426.0,0.039301363,0.13,0.028455519,False,True,False,False,11.572917098416118,0,0
PA-600,allegheny county,2015,454.43,70.4,129600,141700.0,1424,38,854.0,867.0,80,1386,2,680.0,150,634,3.658902537215431,0.029729556,1,0.0,0.0,1.73,0.03,0.04,7,1009729.0,0.040502772,0.13,0.031080272,False,True,False,False,9.433923769652308,0,0
PA-600,allegheny county,2016,473.83,73.3,134400,147100.0,1156,48,866.0,867.0,85,1108,0,684.0,145,654,3.602113425543724,0.03002942,4,0.0,0.0,3.82,0.03,0.04,7,1005382.0,0.040649929,0.13,0.028969328,False,True,False,False,9.361856607426692,0,0
PA-600,allegheny county,2017,495.6,70.2,140600,153500.0,1145,53,889.0,901.0,86,1092,3,725.0,109,682,3.530733349783888,0.029491075,1,0.0,0.0,3.79,0.03,0.04,9,1005032.0,0.0416574,0.13,0.032648759,False,True,False,False,6.426186669643121,0,0
PA-600,allegheny county,2018,526.0,71.9,147700,163300.0,783,56,918.0,934.0,52,727,0,734.0,48,709,3.431736008961281,0.0277672,11,0.0,0.0,3.14,0.03,0.04,5,1003428.0,0.043368963,0.13,0.031105041,False,True,False,False,6.364896035919724,0,0
PA-603,beaver county,2010,233.32,73.0,112400,115700.0,134,12,1211.0,701.0,0,122,0,426.0,0,430,2.826930578893613,0.02270662,0,0.0,0.0,2.12,0.02,0.01,0,779747.0,0.03546407,0.06,0.02467652,False,True,False,False,6.982994354923891,1,1
PA-603,beaver county,2011,233.83,72.6,113600,114900.0,119,7,747.0,715.0,0,112,0,468.0,0,450,2.826930578893613,0.028677221,0,0.0,0.0,3.5,0.02,0.01,0,779747.0,0.0491861,0.06,0.026265448,False,True,False,False,6.461276395782549,1,1
PA-603,beaver county,2012,237.35,71.7,114100,112100.0,110,5,747.0,709.0,0,105,0,480.0,0,461,2.826930578893613,0.033939323,0,0.0,0.0,2.2,0.02,0.01,0,779747.0,0.035437164,0.06,0.030174161,False,True,False,False,5.290538753196367,1,1
